Student ID,Age,Gender,Question ID,Topic,Difficulty Level,Question Text,Correct Answer,Response,Correct,Response Time (s),Confidence Level,Total Questions Answered,Accuracy (%),Average Response Time (s),Knowledge Gaps,Next Question Difficulty,Suggested Study Topics,Personalized Study Plan
3696,17,Female,Q31,Mathematics,Medium,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,17,3,15,85,15,Literature,Easy,History,Understand mathematical formulas
3697,15,Male,Q1,History,Medium,Who was the first President of the United States?,George Washington,George Washington,1,15,3,8,74,12,Geography,Easy,Chemistry,Study major scientific concepts
3698,15,Female,Q89,Science,Hard,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,17,1,24,77,8,Chemistry,Easy,Physics,Learn about historical events
3699,18,Female,Q62,Mathematics,Easy,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,17,4,20,83,14,Chemistry,Easy,Literature,Review fundamental principles
3700,16,Female,Q19,Mathematics,Medium,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,21,3,5,81,13,Physics,Medium,History,Focus on practice questions
3701,17,Female,Q28,History,Medium,Who was the first President of the United States?,George Washington,George Washington,1,17,3,17,73,17,Science,Medium,Chemistry,Learn about historical events
3702,17,Female,Q15,General Knowledge,Hard,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,24,3,8,80,13,Literature,Hard,Chemistry,Review fundamental principles
3703,18,Female,Q19,General Knowledge,Medium,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,15,4,8,81,16,Math,Hard,Algebra,Understand mathematical formulas
3704,17,Male,Q10,Technology,Hard,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,5,1,12,73,10,History,Easy,Chemistry,Study major scientific concepts
3705,17,Female,Q4,General Knowledge,Hard,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,11,3,22,83,16,Science,Easy,Algebra,Study major scientific concepts
3706,16,Male,Q40,Literature,Medium,Who wrote 'Romeo and Juliet'?,William Shakespeare,Incorrect,0,25,5,11,78,19,Algebra,Medium,Chemistry,Learn about historical events
3707,15,Male,Q89,General Knowledge,Easy,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,7,5,23,95,8,Math,Medium,Literature,Review fundamental principles
3708,17,Female,Q8,Science,Hard,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,18,3,16,91,14,Literature,Hard,Physics,Review fundamental principles
3709,17,Male,Q59,General Knowledge,Easy,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,14,5,9,81,14,Math,Hard,Physics,Focus on practice questions
3710,18,Male,Q73,Literature,Easy,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,13,1,6,78,17,Math,Hard,Math,Focus on practice questions
3711,18,Male,Q23,Literature,Easy,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,16,4,21,90,16,Biology,Easy,Chemistry,Focus on practice questions
3712,15,Female,Q30,Geography,Medium,What is the capital of France?,Paris,Paris,1,29,2,16,89,11,Algebra,Medium,History,Learn about historical events
3713,16,Female,Q10,Science,Hard,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,9,1,16,94,19,Science,Medium,Literature,Study major scientific concepts
3714,15,Female,Q61,General Knowledge,Easy,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,27,5,17,81,8,Chemistry,Hard,Literature,Review fundamental principles
3715,15,Female,Q20,History,Medium,Who was the first President of the United States?,George Washington,George Washington,1,26,4,14,78,20,Physics,Easy,Math,Review fundamental principles
3716,16,Female,Q88,Geography,Medium,What is the capital of France?,Paris,Paris,1,5,3,14,95,13,Geography,Hard,Science,Study major scientific concepts
3717,17,Male,Q75,Mathematics,Easy,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,8,5,10,95,18,Literature,Hard,Physics,Understand mathematical formulas
3718,16,Female,Q5,Science,Easy,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,22,4,22,79,8,Geography,Easy,History,Learn about historical events
3719,16,Male,Q92,Technology,Easy,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,26,4,12,95,14,Science,Hard,Algebra,Study major scientific concepts
3720,16,Male,Q42,Technology,Medium,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,21,4,19,87,8,Biology,Easy,Literature,Review fundamental principles
3721,17,Female,Q84,Geography,Easy,What is the capital of France?,Paris,Paris,1,18,1,15,92,17,Geography,Easy,Literature,Learn about historical events
3722,17,Male,Q54,General Knowledge,Hard,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,25,4,8,85,11,Geography,Hard,Biology,Focus on practice questions
3723,18,Male,Q91,Mathematics,Medium,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,23,4,25,92,11,Chemistry,Easy,History,Focus on practice questions
3724,17,Female,Q42,Literature,Medium,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,20,2,16,88,10,Chemistry,Medium,Science,Understand mathematical formulas
3725,18,Female,Q62,Technology,Easy,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,13,1,17,74,18,Algebra,Medium,Biology,Learn about historical events
3726,16,Male,Q81,History,Easy,Who was the first President of the United States?,George Washington,George Washington,1,28,2,21,76,16,Algebra,Easy,Chemistry,Focus on practice questions
3727,18,Male,Q48,Geography,Hard,What is the capital of France?,Paris,Paris,1,14,1,15,82,15,Chemistry,Hard,Geography,Focus on practice questions
3728,16,Male,Q45,Geography,Hard,What is the capital of France?,Paris,Paris,1,16,5,14,91,8,Science,Hard,Chemistry,Focus on practice questions
3729,18,Male,Q3,Literature,Hard,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,18,2,14,85,13,Science,Medium,Geography,Review fundamental principles
3730,17,Male,Q33,Geography,Hard,What is the capital of France?,Paris,Paris,1,13,1,19,85,13,Science,Medium,History,Focus on practice questions
3731,18,Male,Q20,General Knowledge,Medium,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,28,5,11,76,10,History,Easy,Geography,Study major scientific concepts
3732,16,Female,Q7,Technology,Easy,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,14,4,9,86,17,Literature,Medium,Math,Understand mathematical formulas
3733,17,Male,Q62,Literature,Medium,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,12,2,17,79,8,Algebra,Medium,Literature,Learn about historical events
3734,16,Female,Q83,General Knowledge,Medium,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,28,4,15,75,16,Literature,Easy,Geography,Review fundamental principles
3735,18,Male,Q66,History,Medium,Who was the first President of the United States?,George Washington,George Washington,1,11,5,14,90,11,Literature,Easy,Science,Focus on practice questions
3736,15,Male,Q84,History,Medium,Who was the first President of the United States?,George Washington,George Washington,1,15,5,19,87,19,Physics,Medium,Algebra,Focus on practice questions
3737,15,Female,Q75,Literature,Hard,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,12,5,23,81,8,Physics,Medium,Math,Understand mathematical formulas
3738,18,Male,Q31,Science,Hard,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,14,4,12,87,12,Math,Easy,Geography,Learn about historical events
3739,16,Male,Q2,Literature,Easy,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,27,5,22,74,10,Chemistry,Medium,History,Study major scientific concepts
3740,17,Female,Q20,Geography,Hard,What is the capital of France?,Paris,Incorrect,0,7,4,5,81,17,Literature,Medium,Algebra,Focus on practice questions
3741,15,Female,Q54,Science,Easy,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,29,4,10,91,19,Algebra,Medium,Algebra,Study major scientific concepts
3742,15,Male,Q84,Science,Medium,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,7,5,25,93,20,Literature,Easy,Chemistry,Study major scientific concepts
3743,16,Male,Q88,Mathematics,Hard,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,24,5,25,79,15,Math,Medium,Chemistry,Learn about historical events
3744,16,Female,Q66,Technology,Easy,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,12,4,21,82,9,Literature,Easy,History,Understand mathematical formulas
3745,17,Male,Q54,Science,Medium,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,21,2,6,86,11,Biology,Medium,Physics,Study major scientific concepts
3746,15,Male,Q29,Technology,Easy,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,5,5,15,70,15,Science,Easy,Biology,Focus on practice questions
3747,18,Female,Q99,Literature,Medium,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,10,4,17,80,11,Science,Easy,Chemistry,Review fundamental principles
3748,17,Female,Q95,Science,Easy,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,28,1,24,89,16,Algebra,Easy,Science,Learn about historical events
3749,16,Male,Q13,General Knowledge,Medium,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,11,2,8,82,18,Algebra,Medium,Algebra,Understand mathematical formulas
3750,16,Male,Q14,Technology,Medium,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,24,2,15,77,17,Math,Easy,Geography,Study major scientific concepts
3751,16,Male,Q80,Mathematics,Easy,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,23,4,18,92,20,Chemistry,Hard,Geography,Focus on practice questions
3752,16,Male,Q13,Science,Easy,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,27,4,8,78,8,History,Easy,Math,Understand mathematical formulas
3753,16,Female,Q33,Mathematics,Easy,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,18,4,22,87,16,Algebra,Easy,Chemistry,Review fundamental principles
3754,16,Male,Q34,Technology,Easy,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,30,4,8,81,14,Physics,Medium,Physics,Study major scientific concepts
3755,17,Male,Q85,History,Hard,Who was the first President of the United States?,George Washington,Incorrect,0,12,3,12,79,14,History,Medium,Science,Study major scientific concepts
3756,16,Female,Q27,Literature,Easy,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,10,1,18,85,10,Algebra,Medium,Biology,Focus on practice questions
3757,17,Male,Q32,Science,Hard,What gas do plants absorb during photosynthesis?,Carbon dioxide,Incorrect,0,16,2,10,72,18,Chemistry,Hard,Physics,Learn about historical events
3758,17,Male,Q38,Literature,Medium,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,8,5,12,75,16,Geography,Medium,Geography,Understand mathematical formulas
3759,15,Male,Q99,Technology,Hard,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,26,5,9,80,11,History,Easy,Literature,Study major scientific concepts
3760,18,Female,Q97,History,Medium,Who was the first President of the United States?,George Washington,George Washington,1,19,1,20,93,16,Literature,Medium,Physics,Review fundamental principles
3761,18,Male,Q95,Mathematics,Hard,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,30,3,13,79,8,Science,Easy,History,Learn about historical events
3762,15,Male,Q82,Geography,Easy,What is the capital of France?,Paris,Paris,1,18,1,20,78,8,History,Hard,Physics,Review fundamental principles
3763,18,Male,Q49,Geography,Hard,What is the capital of France?,Paris,Paris,1,20,3,22,91,12,Literature,Medium,Physics,Focus on practice questions
3764,16,Male,Q94,General Knowledge,Hard,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,9,5,14,78,12,Biology,Easy,Science,Study major scientific concepts
3765,18,Female,Q11,Science,Easy,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,9,3,16,84,12,Science,Easy,Algebra,Review fundamental principles
3766,18,Male,Q55,Literature,Hard,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,20,2,14,76,9,Math,Hard,Math,Focus on practice questions
3767,16,Female,Q40,Science,Easy,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,25,1,10,75,15,Physics,Hard,Physics,Review fundamental principles
3768,15,Male,Q56,Science,Medium,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,9,1,19,84,13,Math,Easy,Math,Review fundamental principles
3769,17,Female,Q37,Technology,Easy,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,27,3,23,87,15,Physics,Medium,Physics,Learn about historical events
3770,18,Male,Q9,Literature,Easy,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,15,2,5,82,18,Biology,Easy,Algebra,Understand mathematical formulas
3771,16,Female,Q56,Geography,Medium,What is the capital of France?,Paris,Paris,1,23,1,8,79,18,History,Easy,Science,Review fundamental principles
3772,18,Female,Q40,General Knowledge,Hard,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,26,2,7,76,10,Chemistry,Hard,Biology,Understand mathematical formulas
3773,18,Male,Q65,Mathematics,Easy,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,30,2,10,70,20,Biology,Hard,Physics,Understand mathematical formulas
3774,18,Female,Q85,Mathematics,Hard,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,29,4,23,82,18,Geography,Hard,Algebra,Focus on practice questions
3775,16,Male,Q85,Mathematics,Hard,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,13,4,6,77,15,Physics,Medium,Biology,Review fundamental principles
3776,17,Female,Q1,Mathematics,Hard,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,9,5,12,88,16,Chemistry,Medium,Algebra,Learn about historical events
3777,17,Male,Q2,General Knowledge,Medium,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,18,4,14,85,20,Science,Hard,Literature,Focus on practice questions
3778,18,Female,Q43,Science,Medium,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,22,1,16,73,18,Algebra,Easy,Biology,Understand mathematical formulas
3779,15,Male,Q74,General Knowledge,Easy,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,18,4,23,82,8,Geography,Medium,Math,Study major scientific concepts
3780,15,Male,Q1,General Knowledge,Medium,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,24,4,15,86,20,Algebra,Medium,Chemistry,Review fundamental principles
3781,17,Male,Q69,Mathematics,Medium,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,27,3,14,95,14,Biology,Medium,Science,Focus on practice questions
3782,16,Male,Q91,Literature,Medium,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,9,4,8,87,13,Geography,Easy,Biology,Study major scientific concepts
3783,16,Male,Q12,History,Medium,Who was the first President of the United States?,George Washington,George Washington,1,11,1,12,82,20,Science,Hard,Chemistry,Review fundamental principles
3784,18,Male,Q23,Literature,Medium,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,25,4,23,93,20,Physics,Medium,Physics,Understand mathematical formulas
3785,18,Female,Q86,Technology,Easy,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,27,1,8,81,15,Chemistry,Easy,Chemistry,Understand mathematical formulas
3786,16,Female,Q7,History,Hard,Who was the first President of the United States?,George Washington,George Washington,1,8,5,23,82,10,Geography,Medium,Geography,Focus on practice questions
3787,16,Female,Q11,General Knowledge,Medium,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,6,4,9,72,13,Science,Easy,Algebra,Study major scientific concepts
